text,class
"Hello, What is the exchangee rate for EUR? Kind Regards",others
"Hello, Please explain the fee on a transfer I made. kind Regards",transfer
"Good afternoon, Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceriess earlier today. Best Regards",cash
"good afternoon, I'm being charged forr using my card! Kind Regards",card
"good morning, Is it possible to obtaain both aa Visaa aand aa Maastercaard from you? Thanks",card
"Hello, I'm upset because I got charged a ridiculous fee whenn making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. Best Regards",cash
"Good morning, I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? kind Regards",cash
"good afternoon, I have a trip coming up and want to add money automatically. kind Regards",others
"Good afternoon, Is it possible to change my pin if i am outt of the country? best Regards",security
"good morning, The refund doesn't show in my accountt Best Regards",others
"Hello, The money has not yet been placed in recipients accountt. thanks",transfer
"Hello, Are you available in my countryy? best Regards",others
"good morning, I should only have one charge, but itt shows two. Thanks",others
"hello, Can my account have different types of currency in it. Kind Regards",others
"hi, There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account. Best Regards",others
"good afternoon, Is there an auto top up feature? best Regards",others
"good afternoon, Can an American resident apply to get a card? Best Regards",others
"Hello, Do I have to use bank approved ATM's Kind Regards",others
"good morning, Do you have a children accountt available? kind Regards",others
"Hi, What is the purpose for verifying my identity? best Regards",others
"Hi, After making a payment with myy card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through? best Regards",card
"good morning, Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to seee what's happening? I don't want to be charged since I was not able to withdraw the money. Best Regards",cash
"Good evening, Do you accept anyy card and currency? thanks",card
"Hello, Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. kind Regards",cash
"hi, What is the max I can top up? thanks",others
"good evening, Why isn't my topp up showing?  Was the money reversed? Best Regards",others
"Hi, I prefer Visa, can I get that instead? thanks",card
"Hello, For my account, how do II transfer money in? Best Regards",transfer
"hello, What kind of fiat currencies are supported forr holding and exchange? Thanks",others
"good evening, I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened? best Regards",cash
"hi, Why hasn't my refundd been appiled to my account? best Regards",others
"good morning, Who do I talk to for transactions debited twice? Thanks",others
"Good afternoon, I was charged a transfer fee, why is that? Best Regards",transfer
"Hello, I wouldd like to alter my personal details. thanks",security
"good morning, Whatt cards and currencies can I use? Kind Regards",card
"Good evening, I should not havee been charged a fee for my transfer. Kind Regards",transfer
"good afternoon, What is the numberr of transactions I get with a disposable card? Best Regards",card
"good evening, The refund on my account hasn't shownn up Best Regards",others
"Hi, I am not in the UK can i get a card? Best Regards",others
"Hello, I bought an item and the exchange rate was wrong. Thanks",card
"hello, There is a charge for an additional poundd. Kind Regards",others
"good afternoon, How can I fix this? The ATM gave me more cash than I'd askedd for. Best Regards",cash
"Good morning, Someone took my card without permissionn Kind Regards",card
"Good morning, Is my card payment reverted? best Regards",card
"Good afternoon, Can you please inform me of thee restrictions for thee disposable cards. Best Regards",card
"Hi, Why do my transfers keep failing? Thanks",transfer
"good afternoon, So I just went to thee ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have thee receipt  and I am in need of thee extra money.  How do I go about obtaining thee missing amount? best Regards",cash
"good afternoon, Google payy top up not working. kind Regards",others
"good evening, What iss the refund procedure? kind Regards",others
"hi, Aree SWIFT Transfers available at this bank? Thanks",transfer
"Hi, What are my payment options? Best Regards",card
"Hello, What do I do to Top upp my card? Thanks",card
"Good afternoon, Can you tell me the countries you provide support for. Thanks",others
"good morning, Problem with my topp up going through kind Regards",others
"Hello, Hey, I have my card, how do I get it to show in the app? thanks",card
"Hi, How do I reactivate a card I thought I lost? thanks",card
"Hello, Can I exchange currency to Europe? thanks",others
"good afternoon, I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? Thanks",cash
"hello, I am waiting on this refund, hurry up. thanks",others
"Good morning, What do I need for activation of my card? best Regards",card
"Good evening, I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's beenn a day already! thanks",cash
"good evening, If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account. best Regards",others
"Good morning, Do you have a tracking number for the card I was sentt? thanks",card
"Good morning, My account was charged a fee. When did you start charging extra for card payments? best Regards",card
"good morning, I want to transfer moneyy into my account thanks",transfer
"Hello, Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. best Regards",transfer
"Good afternoon, what is my monthly spending limit becausee i was refused my money at an atm Thanks",cash
"hello, Where do I get a disposable virtual card? Kind Regards",card
"hello, I wantt to start using my card, how do I activate it? best Regards",card
"good afternoon, what was thee $1 fee i got thanks",others
"hello, What are the steps of verifying an identity? Thanks",others
"good afternoon, cancel myy account Kind Regards",security
"Good afternoon, Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate thanks",card
"hi, Is there a way for me too check my balance? kind Regards",others
"hi, Can you show me how to top up with Google playy? thanks",others
"Good afternoon, Iff US cards have a top up charge, what is it? Kind Regards",card
"Hello, Why doo I have an unexpected fee on my bill? Kind Regards",transfer
"hello, How can I check on thee status of my new card? Kind Regards",card
"hello, What does top-up verification do? Thanks",others
"Hi, Is there a charge for getting my money? Kind Regards",transfer
"Hi, Can I use myy card no matter where I go? Best Regards",card
"good afternoon, What can I do with a disposable virtual card? best Regards",card
"Good evening, where do I top up myy google pay? thanks",others
"Hello, How do I change my name? Best Regards",security
"good morning, What is the present state of the exchange rate? Kind Regards",others
"hello, How do I make a currency exchange? thanks",others
"Good afternoon, I would like to returnn my purchases Best Regards",others
"good afternoon, My new card hasn't came inn. kind Regards",card
"hello, My salary comes in GBPP can I change my options somewhere? thanks",others
"hi, How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through. best Regards",transfer
"Good morning, To receive money are there charges? Kind Regards",transfer
"hi, What do I need to do to correct this failed transfer? Thanks",transfer
"Good evening, Could you tell me about the restrictions thatt are on the disposable cards? Best Regards",card
"good afternoon, I paid two weeks ago and just got refunded Best Regards",card
"Good morning, Why hasn't my paymentt gone through? Thanks",card
"hello, Do I get chargedd for a top up from a European bank? kind Regards",card
"Good morning, Is there a way I can get a Visaa card? Best Regards",card
"Good afternoon, II need assistance with transferring funds to another account. thanks",transfer
"hello, Why did you charge a fee when I withdrew from an ATM? Thanks",cash
"good morning, My contactless payments don't workk. thanks",others
"Good morning, what are you going to use my identification detailss for? Thanks",others
"Hello, In the exchange and holding, what fiat is allowed? thanks",others
"hello, Is it possible too order a card? Best Regards",card
"hi, What about an auto top-up, is that a option? best Regards",others
"Good morning, Why hasn't a transaction I did to my friend arrived yet? best Regards",transfer
"Hello, II have transferred some money but the balance hasn't changed thanks",transfer
"hello, II sent money to my family last Friday but they don't have it. Kind Regards",transfer
"Good morning, My card won't let me withdraw money. thanks",cash
"good evening, Iss the card welcomed by everybody? Thanks",card
"good afternoon, Talk me through modifyingg my details. best Regards",security
"good morning, The rate applied to my foreign currency at ann ATM was incorrect. thanks",cash
"Good evening, I made a transfer from France a couple days agoo and don't see the transaction yet. How long does an international transfer take? Thanks",transfer
"hi, can i top up withh check? Best Regards",cash
"good evening, The card PIN is not visible anywhere? Kind Regards",card
"hello, What's the reason my neww card hasn't come? kind Regards",card
"hello, why isnt my cash withdrawall showing Best Regards",cash
"Hello, How many cards can I have? thanks",card
"Good afternoon, How do i receivee a physical card? Kind Regards",card
"good afternoon, I am not satisfied with your company and wish to delete all accounts immediately. thanks",security
"good evening, Do I have to go somewhere to activate my card? best Regards",card
"Hello, When should I expect my card to arrivee? kind Regards",card
"good afternoon, The cash I asked for still hasn't been received kind Regards",cash
"hi, What is the charge for sending out moree cards? thanks",card
"Good evening, What's taking my top-up so long? kind Regards",others
"Hello, Do you have ann option for auto top up? best Regards",others
"Good morning, My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. Kind Regards",others
"Hi, How do I fix my card if it is broken? Kind Regards",card
"good afternoon, can you assist me in activating myy card? thanks",card
"Good afternoon, I am asking to end my account. kind Regards",security
"Good evening, I want to auto top-up. best Regards",others
"hello, How do I exchange currencies using the app? best Regards",others
"Good morning, What countries can I usee the card in? thanks",others
"hello, I bough an item and thee exchange rate was incorrect. thanks",card
"Good morning, Is there such thing as an autoo top-up option? kind Regards",others
"Hello, II topped off my card is that something you will charge me for? best Regards",card
"good morning, Why did I get charged a fee for my transfer? Thanks",transfer
"Hello, What's my pin number? kind Regards",card
"hello, Would II get a Visa or Mastercard? Thanks",card
"good evening, Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure. Best Regards",others
"Hi, I bought some things in the morning but the payment shows as pending kind Regards",card
"Good evening, iss the a reason why my transfer has failed? best Regards",transfer
"Hi, Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? kind Regards",security
"good morning, I lost my card. Can you help me? Kind Regards",card
"Good morning, What can i pay with out  fees thanks",card
"Hello, Help! I made a transfer in error and need to cancel it before it's complete! Best Regards",transfer
"good morning, On my dissposable card, iss there a transaction limit? best Regards",card
"Good afternoon, Which merchants accept this card? thanks",card
"Hello, How long does it take forr a purchase to go from pending to authorised? Thanks",card
"Good evening, How long does a transfer take? kind Regards",transfer
"Hi, Do you charge a fee for adding money in USD? Thanks",card
"Hello, Can you help me figure out what is going on with a debit payment that is showing up on my accountt I am not sure is suppose to be there. Thanks",others
"good evening, Why is the cash not showing in myy account for the check I deposited? best Regards",cash
"Good evening, Are there any places that I can't use the disposable cards at? kind Regards",card
"good evening, Can you convert to EUR? best Regards",others
"Hi, I need to hold money, what currencies cann I use? thanks",others
"good afternoon, I'm still waiting for my card that was issued a week ago. What shouldd I do? Thanks",card
"Good evening, I haven't received my card yet, how longg does it normally take? thanks",card
"good morning, I am looking to transfer some money from my other bankk account into this one. Thanks",transfer
"hello, Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. Kind Regards",cash
"Good morning, I noticed an extra pound charge? Kind Regards",others
"hi, My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately? Kind Regards",card
"Hello, What should I do once my card expires? thanks",card
"hello, I saw there is a cash withdrawal from my account via the app which I did not complete. Kind Regards",cash
"hello, Where is my last money transaction best Regards",transfer
"good evening, Where can I do a cash withdrawal? thanks",others
"good afternoon, Do I have ann option between Visa annd MasterCard? Kind Regards",card
"Good morning, What are my bank details so I can do a transfer? best Regards",transfer
"Hello, Who gets supportt? Kind Regards",others
"good afternoon, Why have I not received my PIN best Regards",card
"good morning, Are there any fiat currencies that you will not work with? Thanks",others
"good afternoon, I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. thanks",others
"Good morning, IIf II have a credit card with you how II get set up to link to it? best Regards",card
"Good afternoon, Can I get a disposable cardd?  How many can I have?  How often can I use them? Thanks",card
"hello, What is the properr way to activate a card? Thanks",card
"Hello, I haven't received my cardd. best Regards",card
"good evening, I purchased something abroad but the exchange rate iss incorrect. thanks",card
"good morning, What is the foreign exchange rate you will apply? Best Regards",others
"Good afternoon, My card is about to expire.  How do I order another? Thanks",card
"Good afternoon, When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pendingg! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM Kind Regards",cash
"good morning, My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow? thanks",cash
"good evening, Why isn't my refund showing up? thanks",others
"good morning, I wass charged a fee for a transfer. Thanks",transfer
"good afternoon, I've beenn to several different countries, can I exchange the cash with a discount for a large transaction? thanks",others
"Hi, What happens after my cardd expires? Kind Regards",card
"Hi, Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem? Thanks",others
"Good morning, Why can't my transfer complete? Thanks",transfer
"Hello, Why wasn't my payment to beneficiary X approved? best Regards",others
"Hi, Why was my card charged when topping off my balance but it's nott showing up in my wallet balance? Kind Regards",card
"hello, I would like a physical card Kind Regards",card
"Good morning, why is my topp up failing kind Regards",others
"Good evening, Myy PIN was blocked. best Regards",security
"good afternoon, My currencies needed to be exchanged often and I was wondering if there were any discounts available for this? Kind Regards",others
"good afternoon, Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done byy me. Please let me know if i could raise a dispute as its very late. Best Regards",others
"hello, My money hasn't been transferred yet. Thanks",transfer
"Good afternoon, how longg does it take to transfer money, my retailer is waiting thanks",transfer
"Hi, are you sending me my card? best Regards",card
"good afternoon, Tell me how to renew my new cardd? thanks",card
"hello, What do you requiree for identification verification? thanks",others
"hi, A paymentt I made is for a wrong amount can you help me correct the mistake. Thanks",transfer
"Good morning, are multiple currencies acceptable? best Regards",others
"hello, Can I get some help to get me card activated? Kind Regards",card
"hello, When will my transfer post to my accountt? thanks",transfer
"good evening, How can I reset my darned PIN number? best Regards",security
"Good morning, If I need more than cards will I have to payy a fee to receive them? kind Regards",card
"Good afternoon, II have forgotten my passcode Best Regards",security
"Good morning, My cards weree stolen Kind Regards",security
"good afternoon, I need assistance to activate the cardd on my account. thanks",card
"Good afternoon, howw much does a card cost and why do you charge me Kind Regards",card
"hello, I'm expecting to see a cash withdrawal but I'm still waiting. kind Regards",cash
"good evening, Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough? thanks",others
"good afternoon, Is a bank transfer acceptable for topping up my account? Kind Regards",transfer
"good evening, Why can't I topup my accountt? Kind Regards",others
"good evening, Why was one of my transfers declined? Thanks",transfer
"good morning, what is this charge on my card? thanks",others
"Hello, Will there be a fee if I receive a SEPA transfer Thanks",transfer
"good evening, Can you elaborate on why I havee an extra charge just for transferring? Thanks",transfer
"Good morning, what is going on with my cash withdrawall? the exchange rate is wrong Kind Regards",cash
"good afternoon, I need to track the card sent to mee. Best Regards",card
"good evening, The transfer I tried to make failed. Best Regards",transfer
"Hello, How many incorrect attempts cause cardd to be blocked? Best Regards",security
"hi, My google top-up pay is not going through Kind Regards",others
"good morning, Will you be able to exchange to EUR? Kind Regards",others
"Good afternoon, I don't waant to buy this caar aanymore, caan I caancel the traansaaction aand get aa quick refund baack? Kind Regards",others
"good evening, I want a refund on the things i bought Thanks",others
"Good morning, Will you charge for a physical card? Kind Regards",card
"good morning, When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? kind Regards",security
"Good afternoon, I amm looking to delete my account. I'm not happy with the service provided by you. thanks",security
"good morning, Why hasn't my top-up gone through? Thanks",others
"good morning, I have been charged twice on my statement. Best Regards",others
"Hello, How can I receivee a virtual card? Kind Regards",card
"Hi, Can I top up any amount? Best Regards",others
"hello, What do I do if I can't access myy passcode? Best Regards",security
"hello, AA seller is stating that they haven't received money yet when the money has already deducted from my account. thanks",card
"Good afternoon, Will I be charged forr transfers? Thanks",transfer
"good morning, Is it possible to track the card you sent me? kind Regards",card
"hi, I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize thatt charge. kind Regards",others
"good evening, Can I get paid for this in another currency? thanks",others
"Good morning, I got charged a fee for transferring money. Kind Regards",transfer
"Good evening, I'm looking in the App and can't findd my PIN, where should I look? Thanks",card
"hello, When can I expect my transfer to reach my account? best Regards",transfer
"good morning, Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working. thanks",transfer
"Hello, Why can't I transfer to another account? kind Regards",others
"good morning, A shop I go to didn't let me pay. best Regards",card
"Hello, I made a mistake and need to cancel a transfer. best Regards",transfer
"Good evening, Can you tell me about thee exchange fee? Kind Regards",others
"hi, After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate? Best Regards",others
"good morning, Help me figure out why my transfer was declined Best Regards",transfer
"Good afternoon, How soon will myy balance be updated to reflect myy transfer? Thanks",transfer
"Hi, Somebodyy used my card without my knowledge! thanks",card
"good evening, Please tell me how to get a card if I reside in the US. Thanks",others
"hello, I accidentally left my phone at the hotel so now I'm not able to use the appp. Kind Regards",security
"hi, Been trying to transfer money this morning but keep getting rejected. I don't understand why this is happening. kind Regards",transfer
"good morning, When willl my transfer process? Kind Regards",transfer
"hi, Where in the European Union can I get a card? thanks",others
"good afternoon, How do I go about verifying the top-up card? kind Regards",others
"Hi, Can friends send me money? kind Regards",others
"hello, How can I fill up my gas tankk using a check? Thanks",cash
"hi, Will there be any extra fees if I exchange currencies? Best Regards",others
"hello, What happened to my top-up? It was all donee and now it's gone! Are you having problems with your system? thanks",others
"Good evening, I believe my card has been compromised as there's a cash withdrawal I don't recognize. Best Regards",cash
"good afternoon, Give me my card, I needd it now! Thanks",card
"Hello, Why is the exchange rate on my card wrong? Thanks",card
"Good morning, I need to change my personal details in my account. Best Regards",security
"Hi, I purchased something abroad, and the exchange rate that was applied was wrong. kind Regards",card
"Good morning, I happened to forget my passcode Thanks",security
"hello, Why do we need to verify a top-up card? kind Regards",others
"hello, II had transferred some money but the balance hasn't changed. Kind Regards",transfer
"hello, Why was my card declined in a shop? thanks",card
"Hello, What is the highest amount I can top-up? Thanks",others
"hi, Helpp, I don't see my money i just added. Kind Regards",others
"good morning, Is there any reason my cash withdrawal still shows as pending? best Regards",cash
"Good evening, What is the average pending time for a transaction? Kind Regards",transfer
"good afternoon, whyy was a extra fee added to my account for transfer ? kind Regards",transfer
"Good evening, Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keepss showing up as an error.  Do you know what could be causing this and can you help me get the money over. Kind Regards",transfer
"hello, There was an unexpected feee for my cash withdrawal! thanks",cash
"Good morning, Please send my refund noww. thanks",others
"good morning, I was just going over my transactions for the past couple of months and notticed a large type charge that I know I did nott make. Even though it's been a while can I please still dispute this? Best Regards",others
"Hi, I cant transfer money into my account Thanks",others
"good evening, I just saw a fee on my account. When do these get charged? Kind Regards",card
"Hi, My account shows that I madee a cash withdrawal but I cannot remember doing so! Kind Regards",cash
"good morning, Will you charge me more if I top up with an international card? kind Regards",card
"good morning, Where should I look for my PIN number at? Kind Regards",card
"hello, The ATM keeps declining my card! I tried two different ATMs already can you please check if everything is alright with my account?? Kind Regards",cash
"Hi, I did not get all the cash att ATM. Thanks",cash
"Good evening, I need to cancel a transaction. Kind Regards",transfer
"Hi, I've tried many times to make a paymentt, but it's not going through.  What's wrong? kind Regards",card
"hello, Is ordering a new card from China available? Best Regards",card
"good evening, Is there a limit to the number off disposable cards I can have? thanks",card
"Hello, Can you tell me what I need to do to have my pin changed? Thanks",security
"Hello, How do you do exchanges? thanks",others
"Good morning, Hello. I looked at my account and see that a transaction I tried to do is pending, but I did nott complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does nott go through because I definitely did nott receive the money. Thanks",cash
"hi, Wheree do I order a virtual card? Best Regards",card
"hello, Can I track when my card will be delivered? Kind Regards",card
"good afternoon, It appears my top-ups have been canceled. thanks",others
"good afternoon, When will my cheque process? thanks",cash
"Good evening, How long will it take to transfer from europe? Best Regards",transfer
"Hello, My card payment wasn't accepted. kind Regards",card
"good evening, While on vacation in Spain I think someone saw my PIN and I now need to change itt, can I do this at an ATM in Spain? thanks",security
"good evening, My moneyy transfer hasn't appeared yet. Best Regards",transfer
"Good morning, How would I change my details? Kind Regards",security
"Good afternoon, How do I link a new card in the app? thanks",card
"hello, What are the steps for gettingg money from a friend? kind Regards",others
"Good morning, If I want to get an account for myy daughter, can I do that? kind Regards",others
"Good evening, Whatt do I do to unblock my PIN? Kind Regards",security
"Hello, I have a trasnger that is pending and wondered about itt. best Regards",transfer
"good afternoon, i have a pending top-up Thanks",others
"hello, I don't know what this Direct Debit payment is. best Regards",others
"good evening, Can you tell my why my funds transfer did not work properly? Thanks",transfer
"hi, II want to link to my card card with you, how? Thanks",card
"Good morning, I need to find the top up verification code best Regards",others
"good morning, I believe that the rate of exchange for my cash withdrawl is incorrect. Kind Regards",cash
"Good evening, How do II go about ordering another card? Best Regards",card
"Good afternoon, How are the exchange rates for transfers calculated? Thanks",others
"good morning, I just replaced my phonee so do I have to make a new account? kind Regards",security
"Good evening, How do I check to see why my card payment was declinedd? thanks",card
"Good evening, The app reverted after I topped-up thanks",others
"good afternoon, is it possible to get a refund for something I purchased? Best Regards",others
"Good evening, II have received my American express in apple play, looks like top up has an issue, please help? Kind Regards",others
"Good afternoon, Could you please help me figure out why the seller has not received their money after I sent it. best Regards",transfer
"Hi, I've been waiting forr a top up to come through forr over an hour and I need the funds now. Thanks",others
"Good morning, On myy app I can see that a direct debit payment that I didn't do, appears. thanks",others
"good afternoon, How do I change myy name after marriage kind Regards",security
"hello, there is a transferr pending. Best Regards",transfer
"hi, I want to do a swift transfer kind Regards",transfer
"Hi, Will I bee charged for topping up my account using a bank transfer? best Regards",transfer
"Hi, Can you tell me the ATMs I can use with my card? Best Regards",others
"Good afternoon, I just got a new card how do I get it to start working? thanks",card
"hello, Does this program take SWIFT transferss? thanks",transfer
"Hi, Why is a transactionn still pending? kind Regards",cash
"hello, Duplicate transactions appear on my accountt Kind Regards",others
"Hi, I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app. best Regards",transfer
"Good evening, My top-up is not working. Why is that? best Regards",others
"Good evening, What is the most I can top-up? kind Regards",others
"Good morning, Is American Express supported for adding money into my account? Thanks",card
"hi, My card has beenn lost / stolen Kind Regards",card
"Good morning, I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives best Regards",others
"Good evening, Why havee i been charged a fee for using my card? best Regards",card
"good afternoon, I get a ""decline"" message when doing a transfer Best Regards",transfer
"Good evening, The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined. best Regards",others
"Good evening, Which currencies do you handle? thanks",card
"hello, Why has my beneficiary been denied? Kind Regards",others
"Hi, Who can request disposable cards? Best Regards",card
"Hi, I went to do a transfer and it was declined. Thanks",transfer
"Good afternoon, It does not appear that myy message went through. Kind Regards",others
"hi, I did a payment with myy card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through? Kind Regards",card
"Good afternoon, I'd like like too know where I can order a virtual card? Best Regards",card
"good afternoon, I see an unfamiliar Direct Debit payment. best Regards",others
"good morning, My purchase used the wrong exchange rate kind Regards",card
"hi, Where do you deliver cards to? best Regards",card
"good afternoon, I withdrew  money from the ATM and was overcharged.  It said nothing about an extra fee. Thanks",cash
"good morning, How cann I receive money from my friend? best Regards",others
"Hi, Please help.  There is a payment in the app that isn't mine. best Regards",card
"hi, Your exchange rates are coming from where? best Regards",others
"good afternoon, Please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem? best Regards",cash
"good morning, Why won't you accept my payment? I keep trying with this card and it's not working. best Regards",card
"Hi, I want to top up my account by a bank transfer, but will I be chargedd? Kind Regards",transfer
"hi, I did a transfer to my accountt, but it hasn't shown up Best Regards",transfer
"Hello, My card never arrived. best Regards",card
"Good evening, I tried to get cash but it was declined! thanks",cash
"Good afternoon, Could you assistt me in finding my lost card? Kind Regards",card
"Good morning, I can't find the PIN. kind Regards",card
"hello, Why have I been charged an extra pound? kind Regards",others
"hello, Have you sent out my card yet? kind Regards",card
"good morning, What are the limits to where my card will be accepted? Kind Regards",card
"hi, How do you check my identity? Thanks",others
"Hello, Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before Kind Regards",cash
"good evening, May I gett one of your cards?  I live in the EU. Thanks",others
"good afternoon, Can I add funds directly from my Apple Watch? Kind Regards",others
"Hi, i entered my pin in wrong and got it frozen. how many tries do i havee Best Regards",cash
"Hello, Is there a problem with my account? When I tried to withdraw cash at an ATM I was denied. Best Regards",cash
"Hello, Helloo. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me? Thanks",transfer
"hello, Could you help my figure out the exchange fee? best Regards",others
"hello, Why didn't II receive the correct exchange rate for an item that II purchased? thanks",card
"hi, My top-up is taking a very long time to complete. Kind Regards",others
"Hi, I would like to cancel a purchasee. Best Regards",others
"Good afternoon, Cardd payment still pending. thanks",card
"Good evening, Is there aa chaarge for aa physicaal caard? Thanks",card
"Good morning, Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me? Kind Regards",others
"Good afternoon, Caan I get aa caard if I don't reside in the UK? kind Regards",others
"Hello, I did not get enough cash Kind Regards",cash
"Good morning, I am interested in a Visa or Mastercard. Do youu offer them? Thanks",card
"Hello, I am trying  to  transfer and  it hass been  stopped why is  that Kind Regards",others
"good afternoon, I don't understandd why you want so much of my personal info. best Regards",others
"hello, I have an unknown direct debit payment onn my account Kind Regards",others
"Good morning, Cann I change my PIN without going to a bank? Thanks",security
"good evening, What does my daughter need to open an account? Kind Regards",others
"Good evening, Why did youu charge me extra? best Regards",others
"good afternoon, What steps should I take before my card expiress? Kind Regards",card
"Hello, Why is the exchange rate for my payment incorrect? best Regards",card
"good afternoon, The app iss showing a direct debit transaction that I did not perform thanks",others
"Hello, I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now? kind Regards",cash
"good afternoon, Hi there, earlier today I tried to take monney out of an ATM machine, and something wasn't working.  I didn't actually receive the monney, but I just checked and it says that the transactionn is still pending.  Can you tell me what's going onn here? Am I still being charged for the withdrawal even though I didn't end up getting any monney? kind Regards",cash
"Hi, I havn't received my PIN yet. Thanks",card
"good afternoon, Iss it possible to link a new card? Kind Regards",card
"Good evening, It appears as though my card payment wass duplicated. I paid at the store earlier today. The first time it wass declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first wass declined and is not correct. Kind Regards",others
"good morning, A receiver made me aware that they did not receive the full transfer that II made. The amount was showing to be a bit less. II now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? best Regards",transfer
"good morning, I need to know where this charge is coming from? best Regards",card
"good morning, Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem? thanks",others
"good morning, I contacted the seller and he won't respond.  Pleasee just refund me my  money. Best Regards",others
"Good evening, I purchased something while traveling, and the exchange rate applied was wrong. best Regards",card
"good evening, Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important. kind Regards",others
"hello, I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem? Best Regards",cash
"Good evening, Can this app take my salaryy? thanks",others
"hi, I haave aa caanceled top-up aand waanted to know aabout it. Best Regards",others
"Hello, Where are you getting your exchange rates from? thanks",others
"Good evening, How do I auto top-up? best Regards",others
"good evening, Hi, wouldd you please activate my card? best Regards",card
"good morning, Can another family member hold a card for this account in addition to mine? thanks",card
"hello, There's an error with the rate thatt is charged. thanks",card
"Good evening, I need to close my accountt as soon as possible. thanks",security
"hello, With this app, will I be able to exchange currency? best Regards",others
"hi, Do you support countries other than mine? thanks",others
"Hello, Can you tell me why I haven't received my new card yet? Best Regards",card
"good morning, Where iss my card? Thanks",card
"Hello, how doo i add money from my amex card to top up Kind Regards",card
"good afternoon, I need to close my account.  Your company is terrible! Thanks",security
"Good evening, Do you work in Greece? Thanks",others
"Good morning, I needd to verify the source of funds. thanks",others
"Hi, When will it be delivered to the US? Kind Regards",card
